UNITID,INSTNM,IALIAS,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,UEIS,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,NPRICURL,VETURL,ATHURL,DISAURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,HDEGOFR1,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,INSTCAT,C00CARNEGIE,C21BASIC,CARNEGIEIC,CARNEGIESAEC,CARNEGIERSCH,CARNEGIESIZE,CARNEGIEALF,CARNEGIEAPM,CARNEGIEGPM,LANDGRNT,INSTSIZE,F1SYSTYP,F1SYSNAM,F1SYSCOD,CBSA,CBSATYPE,CSA,COUNTYCD,COUNTYNM,CNGDSTCD,LONGITUD,LATITUDE,DFRCGID,DFRCUSCG
216074,South Hills Beauty Academy,,3269 W Liberty Ave,Pittsburgh,PA,15216,42,2,Mary Pernatozzi,Owner Director,412561338113381,203992057,MNGSXJMWRL65,01292900,1,www.shnhbeauty.com/,www.shnhbeauty.com/,www.shnhbeauty.com/,www.shnhbeauty.com/,https://www.shnhbeauty.com/financial-aid/,www.shnhbeauty.com/,www.shnhbeauty.com/,www.shnhbeauty.com/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Beauty World Corporation,300510,38300,1,430,42003,Allegheny County,4217,-80.041544,40.389330,16,2
216083,South Hills School of Business & Technology,,480 Waupelani Dr,State College,PA,16801-4516,42,2,"S. Paul Mazza, III",Director,8142347755,251209900,GCBMNWEQMUS4,01326300,1,www.southhills.edu/,www.southhills.edu/,www.southhills.edu/,www.southhills.edu/,www.southhills.edu/financial-aid/net-price-calculator/,https://www.southhills.edu/,https://www.southhills.edu/,www.southhills.edu/,6,2,3,4,1,2,40,1,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,4,40,1,12,4,-2,1,1,2,-2,2,1,2,-2,-2,44300,1,524,42027,Centre County,4215,-77.855466,40.775033,87,2
216162,St Lukes Hospital School of Nursing,,801 Ostrum Street,Bethlehem,PA,18015,42,2,Richard Anderson,President,4845263401,231352213,RFKAVNHKKVB3,00657400,1,https://www.slhn.org/bethlehem,https://www.slhn.org/son/admissions,https://www.slhn.org/son/admissions/cost-of-attendance-and-financial-aid,https://www.slhn.org/son/admissions/online-application,,,,https://www.slhn.org/son/academics/curriculum,8,3,2,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,10900,1,106,42077,Lehigh County,4207,-75.394494,40.607054,9,2
216223,The Beauty Institute,The Beauty Institute,344 Stroud Mall Road Suite 308,Stroudsburg,PA,18360-1720,42,2,Truc Do,President,732320219473232,043732586,FT9JYNQAD6K8,02206300,1,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/consumer-disclosure,www.thebeautyinstituteskp.edu/,,www.thebeautyinstituteskp.edu/,9,3,3,2,1,2,0,2,2,-2,2,2,31,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,20700,2,106,42089,Monroe County,4208,-75.223872,40.989612,35,2
216278,Susquehanna University,Susquahanna|Susquehana|Sesquehanna,514 University Ave,Selinsgrove,PA,17870-1025,42,2,Jonathan D. Green,President,5703740101,231353385,QMBVUGC2JVH4,00336900,1,www.susqu.edu/,www.susqu.edu/admission-and-aid,www.susqu.edu/admission-and-aid/tuition-and-financial-aid,www.susqu.edu/admission-and-aid/apply,www.susqu.edu/admission-and-aid/tuition-and-financial-aid/net-price-calculator,,,www.susqu.edu/academics/academic-resources/disability-services,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,31,21,5,3,-2,2,3,1,2,2,2,2,-2,-2,42780,2,146,42109,Snyder County,4215,-76.875329,40.797502,128,1
216287,Swarthmore College,Swat,500 College Ave,Swarthmore,PA,19081,42,2,Valerie Smith,President,6103288000,231352683,KPALJZQMJAX6,00337000,1,www.swarthmore.edu/,www.swarthmore.edu/admissions-aid,www.swarthmore.edu/financial-aid,www.swarthmore.edu/admissions-aid/apply-to-swarthmore,www.swarthmore.edu/financial-aid/net-price-calculator,,catalog.swarthmore.edu/content.php?catoid=7&navoid=162,www.swarthmore.edu/academic-advising-support/welcome-to-student-disability-service,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,31,21,22,5,3,2,3,4,-2,2,2,2,-2,-2,37980,1,428,42045,Delaware County,4205,-75.354278,39.905159,130,1
216296,Thaddeus Stevens College of Technology,,750 E King St,Lancaster,PA,17602-3198,42,2,Pedro A. Rivera II,President,7172997731,270060517,J1FJMS4W6455,00791200,1,stevenscollege.edu/,https://stevenscollege.edu/admissions-aid/,https://stevenscollege.edu/financialaid/,https://stevenscollege.edu/apply/,https://stevenscollege.edu/financialaid/netpricecalculator/,stevenscollege.edu/admissions-aid/financial-aid/veterans-information/,,stevenscollege.edu/counseling-accessibility-services/accessibility-services/,4,2,1,3,1,2,40,1,2,-2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,4,40,7,21,6,-2,2,1,3,-2,2,2,2,-2,-2,29540,1,-2,42071,Lancaster County,4211,-76.288718,40.037951,77,2
216311,Talmudical Yeshiva of Philadelphia,,6063 Drexel Rd,Philadelphia,PA,19131,42,2,Rabbi Shmuel Kamenetsky,Dean,2154771000,231476335,U4RAG6DMP3M1,01252300,1,https://www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/?C=N;O=D,,,,www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/NetPriceCalculator/,,www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/athlete_graduation.pdf,www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/disability_letter.pdf,2,1,2,5,1,2,30,1,2,2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,51,24,31,-2,-2,1,3,12,-2,2,1,2,-2,-2,37980,1,428,42101,Philadelphia County,4203,-75.247964,39.989249,143,2
216339,Temple University,Temple,1801 North Broad Street,Philadelphia,PA,19122-6096,42,2,Richard Englert,President,2152047000,231365971,QD4MGHFDJKU1,00337100,1,www.temple.edu/,www.temple.edu/admissions,sfs.temple.edu/,www.temple.edu/apply,https://sfs.temple.edu/sites/sfs/files/NetPrice.html,www.temple.edu/veterans/applying/pa-act-11.asp,https://www.ncaa.org/about/resources/research/graduation-success-rate,disabilityresources.temple.edu/,1,1,1,9,1,1,11,1,2,1,1,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,15,15,16,6,1,4,5,2,2,2,5,2,-2,-2,37980,1,428,42101,Philadelphia County,4202,-75.156859,39.980546,90,1
216348,Theological Seminary of the Reformed Episcopal Church,Reformed Episcopal Seminary,800 Church Rd,Oreland,PA,19075,42,2,Matthew P. Harrington,President,6102929852,236004577,LYQAELCX9997,00337500,1,reseminary.edu/,reseminary.edu/admissions/,reseminary.edu/apply/,reseminary.edu/apply/,reseminary.edu/wp-content/uploads/2021/07/NetPriceTemplate21-22.pdf,,,reseminary.edu/wp-content/uploads/2018/06/DisabilityServices.pdf,2,1,2,7,2,1,20,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,1,-2,24,31,-2,-2,1,6,-2,12,2,1,2,-2,-2,37980,1,428,42091,Montgomery County,4204,-75.182362,40.102057,146,2
216357,Thiel College,,75 College Ave,Greenville,PA,16125-2181,42,2,"Susan Traverso, Ph. D.",President,7245892000,250965576,H2KFASHQHRS1,00337600,1,https://www.thiel.edu/,https://www.thiel.edu/admissions,https://www.thiel.edu/financial_aid,https://www.thiel.edu/admissions/apply-online,https://npc.collegeboard.org/app/thiel,https://www.thiel.edu/admissions/military-and-veteran-students,,https://www.thiel.edu/campus_life/campus-resources/accessibility-services,2,1,2,7,1,1,20,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,32,22,15,4,-2,2,3,2,6,2,1,2,-2,-2,25850,2,430,42085,Mercer County,4216,-80.384383,41.413540,137,2
216366,Thomas Jefferson University,"Jefferson, (Philadelphia University + Thomas Jefferson University), Philadelphia University, PhilaU, Jefferson",1020 Walnut Street,Philadelphia,PA,19107,42,2,Susan Aldridge,President,2159556000,231352651,R8JEVL4ULGB7,01239300,1,www.jefferson.edu/,www.jefferson.edu/admissions,www.jefferson.edu/tuition-and-financial-aid.html,https://www.jefferson.edu/admissions/apply.html,jefferson.wbnpc.com/,www.jefferson.edu/tuition-and-financial-aid/financial-aid-office/us-department-of-veterans-affairs-services.html,jeffersonrams.com/sports/2020/5/28/compliance-index.aspx,www.jefferson.edu/life-at-jefferson/handbooks/policies/undergraduate-policies/accessibility-services.html,2,1,2,9,1,1,11,1,2,1,1,2,11,1,A,-2,-2,-2,1,1,1,1,1,2,-2,16,27,-2,2,3,5,8,8,2,3,2,-2,-2,37980,1,428,42101,Philadelphia County,4202,-75.158266,39.948274,96,2
216436,Triangle Tech Inc-Pittsburgh,,1940 Perrysville Avenue,Pittsburgh,PA,15214-3897,42,2,Chris Lund,School Director,41235910007198,251266566,N6LNW3BMMK21,00783900,1,www.triangle-tech.edu/,www.triangle-tech.edu/,www.triangle-tech.edu/,,triangle-tech.edu/consumer-information/hea-student-consumer-information-disclosures/net-price-calculator,,,www.triangle-tech.edu/,6,2,3,3,1,2,40,1,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,4,40,7,21,4,-2,1,1,3,-2,2,1,1,Triangle Tech Inc.,304660,38300,1,430,42003,Allegheny County,4212,-80.012781,40.462003,78,2
216445,Triangle Tech Inc-Greensburg,,222 E Pittsburgh St Ste A,Greensburg,PA,15601-3304,42,2,Ariel McKnight,School Director,7248321050,251266566,KJTPG17ETHP7,02129000,1,https://triangle-tech.edu/,https://triangle-tech.edu/admissions,https://triangle-tech.edu/financial-aid,,triangle-tech.edu/consumer-information/hea-student-consumer-information-disclosures/net-price-calculator,,,www.triangle-tech.edu/,6,2,3,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,40,7,21,4,-2,1,1,3,-2,2,1,1,Triangle Tech Inc.,304660,38300,1,430,42129,Westmoreland County,4214,-79.539468,40.303168,78,2
216454,Triangle Tech Inc-Dubois,,225 Tannery Row Road,Falls Creek,PA,15840-3333,42,2,Deborah Hepburn,Exec. Dir. of Compliance & Education / School Dir.,8143712090,251266567,LWTCC3EWGDP5,02174400,1,https://www.triangle-tech.edu/,https://www.triangle-tech.edu/admissions,https://www.triangle-tech.edu/financial-aid,,https://triangle-tech.edu/consumer-information/hea-student-consumer-information-disclosures/net-price-calculator,,,www.triangle-tech.edu/,6,2,3,3,1,2,40,1,2,-2,2,2,41,1,A,-2,-2,-2,1,1,1,1,1,4,40,7,21,6,-2,1,1,3,-2,2,1,1,Triangle Tech Inc.,304660,-2,-2,-2,42065,Jefferson County,4215,-78.795923,41.147974,78,2
216463,Trinity Anglican Seminary,,311 Eleventh St,Ambridge,PA,15003-2397,42,2,Bryan Hollon,Dean President,7242663838,251271008,ZASGJYK6PAK1,02299300,1,tas.edu/,tas.edu/admissions-welcome,tas.edu/tuition,tas.edu/apply,tas.edu/tuition,tas.edu/tuition,,tas.edu/our_community,2,1,2,9,2,1,14,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,1,51,24,31,-2,-2,1,6,-2,12,2,1,2,-2,-2,38300,1,430,42007,Beaver County,4217,-80.230178,40.593403,149,2
216524,Ursinus College,,601 E. Main St,Collegeville,PA,19426-1000,42,2,Robyn Hannigan,President,6104093000,231177930,V5D6CC6CVHJ7,00338500,1,www.ursinus.edu/,www.ursinus.edu/admission,www.ursinus.edu/offices/student-financial-services/,www.ursinus.edu/admission/applying/,ursinus.wbnpc.com/,,,www.ursinus.edu/offices/disability-and-access/,2,1,2,5,1,2,30,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,31,21,22,3,-2,2,3,4,-2,2,2,2,-2,-2,37980,1,428,42091,Montgomery County,4204,-75.456505,40.193023,130,1
216542,University of Valley Forge,VFCC; UVF; Valley Forge,1401 Charlestown Road,Phoenixville,PA,19460-2373,42,2,David Kim,President,6109350450,231382408,DHD7MN6NGLK5,00330600,1,https://www.valleyforge.edu/,https://www.valleyforge.edu/admissions,https://www.valleyforge.edu/financial-aid,https://apply.valleyforge.edu/,https://valleyforge.edu/wp-content/uploads/2024/06/index-1.html,https://www.valleyforge.edu/admissions/military-benefits/,,https://valleyforge.edu/campus-life/disability-support/,2,1,2,7,1,1,20,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,51,22,15,4,-2,2,3,2,6,2,1,2,-2,-2,37980,1,428,42029,Chester County,4206,-75.546900,40.117835,140,1
216551,Valley Forge Military College,VFMC,1001 Eagle Rd,Wayne,PA,19087-3695,42,2,Robert F. Smith,Provost,6109891430,231178880,JDNYQSKWFNT1,00338600,1,https://www.vfmac.edu/,https://www.vfmac.edu/college-tuition-fees-and-scholarship-information/,https://www.vfmac.edu/college-tuition-fees-and-scholarship-information/,https://www.vfmac.edu/college-tuition-fees-and-scholarship-information/,https://www.vfmac.edu/college-financial-aid/,https://www.vfmac.edu/college-tuition-fees-and-scholarship-information/,,https://www.vfmac.edu/,5,2,2,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,2,2,3,1,4,-2,1,3,3,-2,1,1,1,-2,2,1,2,-2,-2,37980,1,428,42045,Delaware County,4205,-75.382097,40.053697,86,2
216579,Venus Beauty Academy,,600 Turner Industrial Way,Aston,PA,19014,42,2,Christopher Falcone,Vice President,6104941000,123205749,KC7BBP381PP3,02061000,1,www.venusbeautyacademy.com/,www.venusbeautyacademy.com/,www.venusbeautyacademy.com/,www.venusbeautyacademy.com/contact-us-form,www.venusbeautyacademy.com/net-price-calculator,,,www.venusbeautyacademy.com/,9,3,3,2,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,Venus Schools Inc.,304880,37980,1,428,42045,Delaware County,4205,-75.422229,39.855718,40,2
216597,Villanova University,,800 Lancaster Avenue,Villanova,PA,19085-1699,42,2,"Peter M. Donohue, O.S.A.",President,6105194500,231352688,EYNYSU6L8ZX6,00338800,1,www.villanova.edu/,https://www1.villanova.edu/university/undergraduate-admission.html,https://www1.villanova.edu/university/office-of-financial-assistance.html,www1.villanova.edu/university/apply.html,https://npc.collegeboard.org/student/app/villanova,www1.villanova.edu/villanova/enroll/registrar/veterans.html,https://web3.ncaa.org/aprsearch/gsrsearch,https://www1.villanova.edu/villanova/provost/resources/student/policies/disabilities.html,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,21,16,7,5,2,3,5,1,2,2,4,2,-2,-2,37980,1,428,42045,Delaware County,4205,-75.340502,40.036463,96,1
216630,Washington Health System School of Nursing,,155 Wilson Ave,Washington,PA,15301,42,2,Brook Ward,President,7242233172,250965600,WC1HPCYZ89P3,00658200,1,https://whs.org/school-of-nursing/,https://whs.org/school-of-nursing/,https://whs.org/school-of-nursing/,https://whs.org/school-of-nursing/,whs.org/school-of-nursing/,,,whs.org/school-of-nursing/,5,2,2,4,1,2,0,2,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1,University of Pittsburgh Medical Center,201550,38300,1,430,42125,Washington County,4214,-80.245709,40.183984,9,2
216667,Washington & Jefferson College,W&J,60 S Lincoln St,Washington,PA,15301,42,2,"Elizabeth MacLeod Walls, Ph.D.",President,7245031001,250965601,RCBBF5J41AF6,00338900,1,www.washjeff.edu/,www.washjeff.edu/future-students/,www.washjeff.edu/future-students/financial-aid-affordability/,https://www.washjeff.edu/future-students/apply/,www.washjeff.edu/future-students/tuition-fees/net-price-calculator/,www.washjeff.edu/future-students/financial-aid-affordability/military-benefits/,https://web3.ncaa.org/aprsearch/DIIIfgrsearch,https://www.washjeff.edu/department/disability-support-services/,2,1,2,7,1,1,20,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,31,21,22,5,-2,2,3,4,4,2,2,2,-2,-2,38300,1,430,42125,Washington County,4214,-80.240490,40.170622,131,1
216694,Waynesburg University,,51 West College Street,Waynesburg,PA,15370-1257,42,2,Douglas G Lee,President,7246278191,250965603,N71ZMV6JNXN6,00339100,1,www.waynesburg.edu/,https://www.waynesburg.edu/admissions/,https://www.waynesburg.edu/admissions/financial-aid,www.waynesburg.edu/apply-now,https://www.waynesburg.edu/admissions/financial-aid/net-price-calculator,www.waynesburg.edu/admissions/financial-aid/veteran-benefits,www.waynesburg.edu/student-right-know,www.waynesburg.edu/academics/academic-resources/disability-services,2,1,2,9,1,1,11,1,2,2,2,2,32,1,A,-2,-2,-2,1,1,1,1,1,2,22,19,20,3,-2,2,4,2,2,2,2,2,-2,-2,-2,-2,-2,42059,Greene County,4214,-80.186205,39.899871,118,1
216746,Welder Training and Testing Institute,W.T.T.I.,729 E. Highland Street,Allentown,PA,18109-3253,42,2,Robert Wiswesser,President,6104379720,231889726,MUJBSPQTWGT3,01162200,1,www.wtti.edu/,,www.wtti.edu/financial-aid/,www.wtti.edu/school-tour/,https://www.wtti.edu/NetPriceCalculator/index.html,,,www.wtti.edu/consumer-information/pdf,9,3,3,2,1,2,0,2,2,-2,2,2,12,1,A,-2,-2,-2,1,1,1,1,2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,10900,1,106,42077,Lehigh County,4207,-75.447263,40.626469,213,2
216764,West Chester University of Pennsylvania,WCU,University Avenue and High Street,West Chester,PA,19383,42,2,Dr. Laurie Bernotsky,President,6104361000,232417773,LJGZZLEEMG63,00332800,1,https://www.wcupa.edu/,https://www.wcupa.edu/_admissions/sch_adm/,https://www.wcupa.edu/financialAid/,https://www.wcupa.edu/_admissions/SCH_ADM/admissionApp.aspx,www.passhe.edu/answers/Calculator/WE/npcalc-216764.htm,https://www.wcupa.edu/financialAid/veterans.aspx,https://wcupagoldenrams.com/sports/2007/7/4/Compliance,https://www.wcupa.edu/universityCollege/OEA/,1,1,1,9,1,1,11,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,21,16,17,3,2,3,5,2,2,2,4,1,Pennsylvania State System of Higher Education,142050,37980,1,428,42029,Chester County,4206,-75.598120,39.953398,93,1
216773,Western Pennsylvania Hospital School of Nursing,West Penn Hospital School of Nursing,4900 Friendship Ave,Pittsburgh,PA,15224,42,2,Amy Stoker,Director,4125785535,250969492,KKFYB47MQPL3,00658300,1,https://www.ahn.org/health-care-professionals/education/nursing/schools/west-penn-hospital,https://www.ahn.org/health-care-professionals/education/nursing/schools/west-penn-hospital/admission-procedures,https://www.ahn.org/health-care-professionals/education/nursing/schools/west-penn-hospital/financial-aid,https://ahn-web.scansoftware.com/cafeweb/tapestry?service&page=West Penn Application,https://www.ahn.org/health-care-professionals/education/nursing/schools/west-penn-hospital/net-price-calculator,,,www.ahn.org/education/west-penn-hospital-school-nursing,5,2,2,4,1,2,0,2,2,-2,2,2,11,1,A,-2,-2,-2,1,1,1,1,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,2,-2,-2,38300,1,430,42003,Allegheny County,4212,-79.945111,40.462132,9,2
216807,Westminster College,,319 South Market  Street,New Wilmington,PA,16172,42,2,Kathy Brittain Richardson,President,7249468761,250981156,EJM6MLJ88NS3,00339200,1,www.westminster.edu/,www.westminster.edu/admissions,www.westminster.edu/admissions/financial-aid,admissions.westminster.edu/apply/,www.westminster.edu/admissions/financial-aid/101.cfm,www.westminster.edu/admissions/financial-aid/101/veterans-military.cfm,www.westminster.edu/about/student-right-to-know.cfm,www.westminster.edu/campus/services/disability-resources.cfm,2,1,2,7,1,1,20,1,2,2,2,2,42,1,A,-2,-2,-2,1,1,1,1,1,2,31,21,5,3,-2,2,3,1,2,2,2,2,-2,-2,38300,1,430,42073,Lawrence County,4216,-80.331017,41.119272,131,1
216816,Westminster Theological Seminary,,2960 W Church Rd,Glenside,PA,19038,42,2,Dr. Peter Lillback,President,2158875511,231352689,FYQMJM9ABNC6,00339300,1,https://www.wts.edu/,https://www.wts.edu/admissions/overview,https://www.wts.edu/admissions/tuition-financial-aid,https://www.wts.edu/contact-us,,https://info.wts.edu/en/articles/1167519-what-veteran-and-service-member-benefits-does-westminster-currently-offer,,https://students.wts.edu/students/services,2,1,2,9,2,1,11,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,1,51,24,31,-2,-2,2,6,-2,12,2,2,2,-2,-2,37980,1,428,42091,Montgomery County,4204,-75.176327,40.098150,148,1
216825,Westmoreland County Community College,Westmoreland College,145 Pavilion Lane,Youngwood,PA,15697-1895,42,2,Dr. Kristy Bishop,Interim President,7249254077,251208182,LDCQFNF7X538,01017600,1,https://westmoreland.edu/,https://westmoreland.edu/admissions_aid/index.html,https://westmoreland.edu/admissions_aid/financial-aid/financial-aid-office.html,https://apply.westmoreland.edu/wml-portal/user-profile/login?ReturnUrl=https%3a%2f%2fapply.westmoreland.edu%2f,https://westmoreland.edu/admissions_aid/tuition-and-fees/netpricecalculator.html,https://westmoreland.edu/admissions_aid/financial-aid/military-students-assistance.html,https://westmoreland.edu/about/community/right-to-know.html,westmoreland.edu/academics/academic-services/disability-services-office.html,4,2,1,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,40,9,11,2,-2,3,1,2,-2,2,2,2,-2,-2,38300,1,430,42129,Westmoreland County,4214,-79.564897,40.234321,83,1
216852,Widener University,,One University Place,Chester,PA,19013-5792,42,2,Stacey M. Robertson,President,6104994000,231386178,GP1SKG5MFH79| D26CTA6SBUS7| LPPXSCZCAJB7,00331300,1,https://www.widener.edu/,https://www.widener.edu/admissions-aid,https://www.widener.edu/admissions-aid/financial-aid,https://www.widener.edu/admissions-aid/undergraduate-admissions/apply,https://tcc.ruffalonl.com/Widener University/Net Price Calculator,https://www.widener.edu/admissions-aid/military-veterans-admissions/financial-aid,,https://www.widener.edu/student-experience/student-success-support/student-accessibility-services,2,1,2,9,1,1,11,1,2,2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,2,16,17,17,5,-2,3,5,2,2,2,3,2,-2,-2,37980,1,428,42045,Delaware County,4205,-75.355363,39.861689,99,1
216931,Wilkes University,Wilkes,84 West South Street,Wilkes-Barre,PA,18766,42,2,Greg Cant,President,5704085000,240795506,U8BCVKFYFJZ2,00339400,1,https://www.wilkes.edu/,https://www.wilkes.edu/admissions/index.aspx,https://www.wilkes.edu/admissions/financial-aid/index.aspx,https://www.wilkes.edu/admissions/apply-undergraduate.aspx,https://www.wilkes.edu/admissions/financial-aid/undergraduate-aid/net-price-calculator.aspx,https://www.wilkes.edu/admissions/veterans-services/invest.aspx,,https://www.wilkes.edu/academics/colleges/university-college/disability-support-services-dss/,2,1,2,9,1,1,11,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,21,17,7,5,-2,3,5,1,2,2,3,2,-2,-2,42540,1,-2,42079,Luzerne County,4208,-75.890262,41.244199,99,1
216940,Williamson College of the Trades,,106 South New Middletown Road,Media,PA,19063-5299,42,2,Michael Rounds,President,6105661776,231352691,NA32EKHS2QE9,04123800,1,https://www.williamson.edu/,,,,https://npc.collegeboard.org/app/williamson,,,https://www.williamson.edu/education/education-policies/#disabilities,5,2,2,3,1,2,40,1,2,-2,2,2,21,1,A,-2,-2,-2,1,1,1,1,1,4,-2,7,21,-2,-2,1,1,3,-2,2,1,2,-2,-2,37980,1,428,42045,Delaware County,4205,-75.422024,39.908070,88,2
217013,Wilson College,,1015 Philadelphia Ave,Chambersburg,PA,17201-1285,42,2,Dr. Wesley R. Fugate,President,7172644141,231352692,G121H9Q9V9M6,00339600,1,www.wilson.edu/,www.wilson.edu/undergraduate,www.wilson.edu/financial-aid,https://www.wilson.edu/apply,https://www.shoppingsheet.com/Shopping/Landing/wilson,https://www.wilson.edu/military-friendly,,www.wilson.edu/accessibility-services,2,1,2,7,1,1,20,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,2,32,19,20,4,-2,2,4,2,2,2,2,2,-2,-2,16540,1,548,42055,Franklin County,4213,-77.650712,39.949659,118,1
217040,Yeshivath Beth Moshe,,930 Hickory St,Scranton,PA,18505-2196,42,2,Avrohom Pressman,Executive Director,5703461747,236409333,URWRL2PJUHK3,01313400,1,https://yeshivabethmoshe.com/,https://yeshivabethmoshe.com/,https://yeshivabethmoshe.com/,,yeshivabethmoshe.com/links/,,,https://yeshivabethmoshe.com/wp-content/uploads/Disability Services.pdf,2,1,2,5,1,2,30,1,2,2,2,2,13,1,A,-2,-2,-2,1,1,1,1,1,3,51,24,31,-2,-2,1,2,12,12,2,1,2,-2,-2,42540,1,-2,42069,Lackawanna County,4208,-75.656191,41.394852,150,2
217059,York College of Pennsylvania,YCP,441 Country Club Rd,York,PA,17403-3651,42,2,Thomas Burns,President,7178467788,231352698,NTK7K6JZXKP4,00339900,1,https://www.ycp.edu/,https://www.ycp.edu/admissions,https://www.ycp.edu/financialaid,https://www.ycp.edu/admissions,https://www.collegenpc.com/ycp,https://www.ycp.edu/about-us/offices-and-departments/registrar/veterans/,,https://www.ycp.edu/about-us/offices-and-departments/student-success/student-accessibility-services/,2,1,2,9,1,1,13,1,2,2,2,2,22,1,A,-2,-2,-2,1,1,1,1,1,2,22,20,14,3,-2,3,3,2,2,2,2,2,-2,-2,49620,1,276,42133,York County,4210,-76.727984,39.946140,123,1
217077,YTI Career Institute-York,YTI,1405 Williams Road,York,PA,17402,42,2,James A. Bologa,President & CEO,7177571100,232575627,Q94JNN9VCBK5,02127400,1,www.yti.edu/,www.yti.edu/admissions/,www.yti.edu/financialaid/,www.yti.edu/admissions/apply_online.asp,www.yti.edu/financialaid/npcalc.asp,,,www.yti.edu/,6,2,3,3,1,2,40,1,2,-2,2,2,22,1,A,-2,-2,-2,1,1,1,1,2,4,40,7,21,2,-2,2,1,3,-2,2,1,1,York Technical Institute LLC,305040,49620,1,276,42133,York County,4210,-76.660321,39.992432,78,2
217156,Brown University,,One Prospect Street,Providence,RI,02912,44,1,Christina Paxson,President,4018631000,050258809,E3FDXZ6TBHW3,00340100,1,www.brown.edu/,https://www.brown.edu/admission,https://finaid.brown.edu/,https://www.commonapp.org/,https://npc.collegeboard.org/app/brown,https://omas.brown.edu/#gibill,,https://studentaccessibility.brown.edu/,2,1,2,9,1,1,11,1,2,2,1,2,12,1,A,-2,-2,-2,1,1,1,1,1,2,15,15,7,5,1,3,5,1,1,2,4,2,-2,-2,39300,1,148,44007,Providence County,4401,-71.403850,41.826170,92,1
